Gene stable ID,Gene stable ID version,Mouse gene stable ID,Mouse gene name,Chromosome/scaffold name,Gene name
ENSPEMG00000000057,ENSPEMG00000000057.2,ENSMUSG00000029718,Pcolce,23,Pcolce
ENSPEMG00000025997,ENSPEMG00000025997.1,ENSMUSG00000031530,Dusp4,17,Dusp4
ENSPEMG00000011687,ENSPEMG00000011687.2,ENSMUSG00000029503,P2rx2,23,P2rx2
ENSPEMG00000008596,ENSPEMG00000008596.2,ENSMUSG00000005397,Nid1,5,Nid1
ENSPEMG00000005986,ENSPEMG00000005986.2,,,2,5S_rRNA
ENSPEMG00000002103,ENSPEMG00000002103.2,ENSMUSG00000036500,Akp3,13,Akp3
ENSPEMG00000015432,ENSPEMG00000015432.2,ENSMUSG00000025993,Slc40a1,13,Slc40a1
ENSPEMG00000022561,ENSPEMG00000022561.2,ENSMUSG00000073920,Olfr661,1,Olfr661
ENSPEMG00000007672,ENSPEMG00000007672.2,ENSMUSG00000056938,Acbd4,8,Acbd4
ENSPEMG00000001975,ENSPEMG00000001975.2,ENSMUSG00002075167,7SK,2,7SK
ENSPEMG00000031032,ENSPEMG00000031032.1,ENSMUSG00000029381,Shroom3,10,Shroom3
ENSPEMG00000016750,ENSPEMG00000016750.2,ENSMUSG00000027274,Mkks,4,Mkks
ENSPEMG00000022303,ENSPEMG00000022303.2,ENSMUSG00000034252,Senp6,7,Senp6
ENSPEMG00000011166,ENSPEMG00000011166.2,ENSMUSG00000044350,Lacc1,9,Lacc1
ENSPEMG00000000609,ENSPEMG00000000609.2,ENSMUSG00000005299,Letm1,10,Letm1
ENSPEMG00000013466,ENSPEMG00000013466.2,ENSMUSG00000032057,Hoatz,7,Hoatz
ENSPEMG00000025231,ENSPEMG00000025231.1,ENSMUSG00000054939,Zfp174,8,Zfp174
ENSPEMG00000001785,ENSPEMG00000001785.2,ENSMUSG00000051885,Olfr664,1,Olfr664
ENSPEMG00000003453,ENSPEMG00000003453.2,,,17,U1
ENSPEMG00000010139,ENSPEMG00000010139.2,ENSMUSG00000058976,Usp17lc,1,
ENSPEMG00000010139,ENSPEMG00000010139.2,ENSMUSG00000057321,Usp17ld,1,
ENSPEMG00000010139,ENSPEMG00000010139.2,ENSMUSG00000043073,Usp17le,1,
ENSPEMG00000010139,ENSPEMG00000010139.2,ENSMUSG00000054568,Usp17la,1,
ENSPEMG00000010139,ENSPEMG00000010139.2,ENSMUSG00000062369,Usp17lb,1,
ENSPEMG00000001794,ENSPEMG00000001794.2,ENSMUSG00000060206,Zfp462,2,Zfp462
ENSPEMG00000011915,ENSPEMG00000011915.2,ENSMUSG00000059625,Sohlh1,4,Sohlh1
ENSPEMG00000021131,ENSPEMG00000021131.2,ENSMUSG00000039058,Ak5,6,Ak5
ENSPEMG00000000797,ENSPEMG00000000797.2,ENSMUSG00000031532,Saraf,17,Saraf
ENSPEMG00000004567,ENSPEMG00000004567.2,ENSMUSG00000059043,Olfr15,8,Olfr15
ENSPEMG00000013832,ENSPEMG00000013832.2,ENSMUSG00000034795,Ccdc122,9,Ccdc122
ENSPEMG00000005599,ENSPEMG00000005599.2,ENSMUSG00000065587,Mir34c,7,
ENSPEMG00000030306,ENSPEMG00000030306.1,ENSMUSG00000115423,,4,
ENSPEMG00000026187,ENSPEMG00000026187.1,ENSMUSG00000043468,Adam30,6,Adam30
ENSPEMG00000011397,ENSPEMG00000011397.2,ENSMUSG00000028936,Rpl22,2,Rpl22
ENSPEMG00000029778,ENSPEMG00000029778.1,ENSMUSG00000116563,,4,
ENSPEMG00000009873,ENSPEMG00000009873.2,ENSMUSG00000022529,Zfp263,8,Zfp263
ENSPEMG00000017789,ENSPEMG00000017789.2,ENSMUSG00000025995,Wdr75,13,Wdr75
ENSPEMG00000011237,ENSPEMG00000011237.2,ENSMUSG00000024757,Slc22a19,1,Slc22a19
ENSPEMG00000012286,ENSPEMG00000012286.2,ENSMUSG00000016942,Tmprss6,20,Tmprss6
ENSPEMG00000015575,ENSPEMG00000015575.2,ENSMUSG00000040428,Plekha4,1,Plekha4
ENSPEMG00000001608,ENSPEMG00000001608.2,ENSMUSG00000065492,Mir34b,7,
ENSPEMG00000014392,ENSPEMG00000014392.2,ENSMUSG00000027876,Reg4,6,Reg4
ENSPEMG00000008295,ENSPEMG00000008295.2,ENSMUSG00000031967,Afg3l1,5,Afg3l1
ENSPEMG00000011475,ENSPEMG00000011475.2,ENSMUSG00000023210,Lcn9,4,Lcn9
ENSPEMG00000018306,ENSPEMG00000018306.2,ENSMUSG00000027281,Slx4ip,4,Slx4ip
ENSPEMG00000009096,ENSPEMG00000009096.2,ENSMUSG00000026247,Ecel1,13,Ecel1
ENSPEMG00000000535,ENSPEMG00000000535.2,ENSMUSG00000031513,Leprotl1,17,Leprotl1
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000066363,Serpina3f,14,
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000066361,Serpina3c,14,
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000079013,Serpina3j,14,
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000041536,Serpina3a,14,
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000066364,Serpina3b,14,
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000079014,Serpina3i,14,
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000079012,Serpina3m,14,
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000058207,Serpina3k,14,
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000021091,Serpina3n,14,
ENSPEMG00000030923,ENSPEMG00000030923.1,ENSMUSG00000041481,Serpina3g,14,
ENSPEMG00000008560,ENSPEMG00000008560.2,ENSMUSG00000022534,Mefv,8,Mefv
ENSPEMG00000030483,ENSPEMG00000030483.1,ENSMUSG00000032056,Btg4,7,Btg4
ENSPEMG00000017277,ENSPEMG00000017277.2,ENSMUSG00000057406,Nsd2,10,Nsd2
ENSPEMG00000004811,ENSPEMG00000004811.2,ENSMUSG00000027875,Hmgcs2,6,Hmgcs2
ENSPEMG00000010760,ENSPEMG00000010760.2,,,1,
ENSPEMG00000015062,ENSPEMG00000015062.2,,,X,
ENSPEMG00000003950,ENSPEMG00000003950.2,ENSMUSG00002075039,5S_rRNA,6,5S_rRNA
ENSPEMG00000023740,ENSPEMG00000023740.2,,,2,
ENSPEMG00000021402,ENSPEMG00000021402.2,ENSMUSG00000039047,Pigk,6,Pigk
ENSPEMG00000001988,ENSPEMG00000001988.2,,,1,7SK
ENSPEMG00000002455,ENSPEMG00000002455.2,,,1,RNaseP_nuc
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000066363,Serpina3f,14,
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000066361,Serpina3c,14,
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000079013,Serpina3j,14,
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000041536,Serpina3a,14,
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000066364,Serpina3b,14,
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000079014,Serpina3i,14,
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000079012,Serpina3m,14,
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000058207,Serpina3k,14,
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000021091,Serpina3n,14,
ENSPEMG00000015176,ENSPEMG00000015176.2,ENSMUSG00000041481,Serpina3g,14,
ENSPEMG00000013013,ENSPEMG00000013013.2,ENSMUSG00000036401,Glt6d1,4,Glt6d1
ENSPEMG00000028658,ENSPEMG00000028658.1,ENSMUSG00002075096,5S_rRNA,2,5S_rRNA
ENSPEMG00000030650,ENSPEMG00000030650.1,ENSMUSG00000028701,Lurap1,2,Lurap1
ENSPEMG00000029049,ENSPEMG00000029049.1,ENSMUSG00000065763,Gm23847,5,U6
ENSPEMG00000023966,ENSPEMG00000023966.2,ENSMUSG00000030785,Cox6a2,1,Cox6a2
ENSPEMG00000030258,ENSPEMG00000030258.1,,,1,U6
ENSPEMG00000007440,ENSPEMG00000007440.2,,,5,U6
ENSPEMG00000025385,ENSPEMG00000025385.1,ENSMUSG00000053303,Slc22a26,1,
ENSPEMG00000001808,ENSPEMG00000001808.2,ENSMUSG00000048878,Hexim1,8,Hexim1
ENSPEMG00000010621,ENSPEMG00000010621.2,ENSMUSG00000019810,Fuca2,16,Fuca2
ENSPEMG00000001356,ENSPEMG00000001356.2,ENSMUSG00000043372,Hexim2,8,Hexim2
ENSPEMG00000008061,ENSPEMG00000008061.2,ENSMUSG00000031970,Dbndd1,5,Dbndd1
ENSPEMG00000013805,ENSPEMG00000013805.2,ENSMUSG00000022359,Wdyhv1,8,
ENSPEMG00000013713,ENSPEMG00000013713.2,ENSMUSG00000085484,Gm13539,4,Gm13539
ENSPEMG00000010480,ENSPEMG00000010480.2,ENSMUSG00000110266,Gm32742,7,Gm32742
ENSPEMG00000011499,ENSPEMG00000011499.2,ENSMUSG00000027722,Spata5,6,Spata5
ENSPEMG00000013683,ENSPEMG00000013683.2,ENSMUSG00000062944,9130023H24Rik,1,9130023H24Rik
ENSPEMG00000004948,ENSPEMG00000004948.2,ENSMUSG00000053398,Phgdh,6,Phgdh
ENSPEMG00000016596,ENSPEMG00000016596.2,ENSMUSG00000031278,Acsl4,X,Acsl4
ENSPEMG00000017535,ENSPEMG00000017535.2,ENSMUSG00000028700,Pomgnt1,2,Pomgnt1
ENSPEMG00000025292,ENSPEMG00000025292.1,ENSMUSG00000051003,Olfr161,8,
ENSPEMG00000008687,ENSPEMG00000008687.2,ENSMUSG00000042178,Armc5,1,Armc5
ENSPEMG00000020616,ENSPEMG00000020616.2,ENSMUSG00000019726,Lyst,5,Lyst
ENSPEMG00000025366,ENSPEMG00000025366.1,,,8,
ENSPEMG00000028730,ENSPEMG00000028730.1,ENSMUSG00000016252,Atp5e,8,
ENSPEMG00000030834,ENSPEMG00000030834.1,,,13,
ENSPEMG00000009188,ENSPEMG00000009188.2,ENSMUSG00000022012,Enox1,9,Enox1
ENSPEMG00000025960,ENSPEMG00000025960.1,,,8,
ENSPEMG00000020959,ENSPEMG00000020959.2,ENSMUSG00000071113,Mboat4,17,Mboat4
ENSPEMG00000019156,ENSPEMG00000019156.2,ENSMUSG00000027276,Jag1,4,Jag1
ENSPEMG00000022910,ENSPEMG00000022910.2,ENSMUSG00000030782,Tgfb1i1,1,Tgfb1i1
ENSPEMG00000029547,ENSPEMG00000029547.1,,,8,
ENSPEMG00000022238,ENSPEMG00000022238.2,,,2,
ENSPEMG00000017847,ENSPEMG00000017847.2,ENSMUSG00000069080,Lcn11,4,Lcn11
ENSPEMG00000000527,ENSPEMG00000000527.2,ENSMUSG00000055805,Fmnl1,8,Fmnl1
ENSPEMG00000008055,ENSPEMG00000008055.2,ENSMUSG00000027222,Pex16,4,Pex16
ENSPEMG00000021943,ENSPEMG00000021943.2,ENSMUSG00000031516,Dctn6,17,
ENSPEMG00000030521,ENSPEMG00000030521.1,ENSMUSG00000063582,Olfr666,1,
ENSPEMG00000030521,ENSPEMG00000030521.1,ENSMUSG00000057770,Olfr668,1,
ENSPEMG00000007061,ENSPEMG00000007061.2,,,8,
ENSPEMG00000030986,ENSPEMG00000030986.1,ENSMUSG00000036781,Rps27l,1,
ENSPEMG00000012578,ENSPEMG00000012578.2,ENSMUSG00000026042,Col5a2,13,Col5a2
ENSPEMG00000012758,ENSPEMG00000012758.2,ENSMUSG00000062866,Phactr2,16,Phactr2
ENSPEMG00000006017,ENSPEMG00000006017.2,ENSMUSG00000067882,Casp16,8,Casp16
ENSPEMG00000030677,ENSPEMG00000030677.1,ENSMUSG00000063582,Olfr666,1,
ENSPEMG00000030677,ENSPEMG00000030677.1,ENSMUSG00000057770,Olfr668,1,
ENSPEMG00000011880,ENSPEMG00000011880.2,ENSMUSG00000036480,Prss56,13,Prss56
ENSPEMG00000011343,ENSPEMG00000011343.2,ENSMUSG00000040220,Gas8,5,Gas8
ENSPEMG00000021050,ENSPEMG00000021050.2,ENSMUSG00000039037,St6galnac5,6,St6galnac5
ENSPEMG00000025468,ENSPEMG00000025468.1,ENSMUSG00000050064,Zfp697,6,Zfp697
ENSPEMG00000022683,ENSPEMG00000022683.2,ENSMUSG00000058976,Usp17lc,1,
ENSPEMG00000022683,ENSPEMG00000022683.2,ENSMUSG00000057321,Usp17ld,1,
ENSPEMG00000022683,ENSPEMG00000022683.2,ENSMUSG00000043073,Usp17le,1,
ENSPEMG00000022683,ENSPEMG00000022683.2,ENSMUSG00000054568,Usp17la,1,
ENSPEMG00000022683,ENSPEMG00000022683.2,ENSMUSG00000062369,Usp17lb,1,
ENSPEMG00000010043,ENSPEMG00000010043.2,ENSMUSG00000026936,Lcn3,4,Lcn3
ENSPEMG00000009532,ENSPEMG00000009532.2,ENSMUSG00000028426,Rad23b,2,Rad23b
ENSPEMG00000000120,ENSPEMG00000000120.2,ENSMUSG00000031787,Katnb1,5,Katnb1
ENSPEMG00000020919,ENSPEMG00000020919.2,ENSMUSG00000025027,Xpnpep1,1,Xpnpep1
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000066363,Serpina3f,14,
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000066361,Serpina3c,14,
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000079013,Serpina3j,14,
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000041536,Serpina3a,14,
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000066364,Serpina3b,14,
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000079014,Serpina3i,14,
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000079012,Serpina3m,14,
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000058207,Serpina3k,14,
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000021091,Serpina3n,14,
ENSPEMG00000027604,ENSPEMG00000027604.1,ENSMUSG00000041481,Serpina3g,14,
ENSPEMG00000030398,ENSPEMG00000030398.1,ENSMUSG00000032053,Pou2af1,7,Pou2af1
ENSPEMG00000013864,ENSPEMG00000013864.2,ENSMUSG00000071256,Zfp213,8,Zfp213
ENSPEMG00000018435,ENSPEMG00000018435.2,ENSMUSG00000044916,1700029I15Rik,4,1700029I15Rik
ENSPEMG00000026521,ENSPEMG00000026521.1,ENSMUSG00000095388,Gm10681,6,
ENSPEMG00000026521,ENSPEMG00000026521.1,ENSMUSG00000090817,Gm4450,6,
ENSPEMG00000026521,ENSPEMG00000026521.1,ENSMUSG00000038092,Hsd3b5,6,
ENSPEMG00000026521,ENSPEMG00000026521.1,ENSMUSG00000095143,Hsd3b4,6,
ENSPEMG00000003664,ENSPEMG00000003664.2,,,9,5S_rRNA
ENSPEMG00000031391,ENSPEMG00000031391.1,ENSMUSG00000107822,Olfr1358,22,Olfr1358
ENSPEMG00000024931,ENSPEMG00000024931.1,ENSMUSG00000079559,Colca2,7,Colca2
ENSPEMG00000030869,ENSPEMG00000030869.1,ENSMUSG00000062061,Obp2a,4,
ENSPEMG00000004222,ENSPEMG00000004222.2,ENSMUSG00002075782,U6,2,U6
ENSPEMG00000017456,ENSPEMG00000017456.2,ENSMUSG00000089984,Fbxo24,23,Fbxo24
ENSPEMG00000028891,ENSPEMG00000028891.1,ENSMUSG00000039960,Rhou,5,Rhou
ENSPEMG00000019088,ENSPEMG00000019088.2,ENSMUSG00000027223,Mapk8ip1,4,Mapk8ip1
ENSPEMG00000003620,ENSPEMG00000003620.2,,,22,5S_rRNA
ENSPEMG00000030492,ENSPEMG00000030492.1,ENSMUSG00000037211,Spry1,6,Spry1
ENSPEMG00000017514,ENSPEMG00000017514.2,ENSMUSG00000062012,Zfp13,8,Zfp13
ENSPEMG00000015351,ENSPEMG00000015351.2,ENSMUSG00000026251,Chrnd,13,Chrnd
ENSPEMG00000003368,ENSPEMG00000003368.2,ENSMUSG00000038146,Notch3,22,Notch3
ENSPEMG00000000115,ENSPEMG00000000115.2,ENSMUSG00000027870,Hao2,6,Hao2
ENSPEMG00000017585,ENSPEMG00000017585.2,ENSMUSG00000022013,Dnajc15,9,Dnajc15
ENSPEMG00000020552,ENSPEMG00000020552.2,ENSMUSG00000003032,Klf4,2,Klf4
ENSPEMG00000030866,ENSPEMG00000030866.1,,,17,U6
ENSPEMG00000027020,ENSPEMG00000027020.1,ENSMUSG00000051172,Olfr672,1,Olfr672
ENSPEMG00000016013,ENSPEMG00000016013.2,ENSMUSG00000023902,Zscan10,8,Zscan10
ENSPEMG00000009511,ENSPEMG00000009511.2,ENSMUSG00000096773,Olfr675,1,
ENSPEMG00000009511,ENSPEMG00000009511.2,ENSMUSG00000094531,Olfr671,1,
ENSPEMG00000000333,ENSPEMG00000000333.2,ENSMUSG00000036027,1810046K07Rik,7,1810046K07Rik
ENSPEMG00000024727,ENSPEMG00000024727.1,,,1,U6
ENSPEMG00000012785,ENSPEMG00000012785.2,ENSMUSG00000022014,Epsti1,9,Epsti1
ENSPEMG00000028306,ENSPEMG00000028306.1,ENSMUSG00000049516,Spty2d1,6,
ENSPEMG00000020117,ENSPEMG00000020117.2,ENSMUSG00000019478,Rab4a,5,Rab4a
ENSPEMG00000030644,ENSPEMG00000030644.1,ENSMUSG00000073915,Olfr676,1,Olfr676
ENSPEMG00000021130,ENSPEMG00000021130.2,ENSMUSG00000031586,Rbpms,17,Rbpms
ENSPEMG00000022590,ENSPEMG00000022590.2,ENSMUSG00000052544,St6galnac3,6,St6galnac3
ENSPEMG00000000827,ENSPEMG00000000827.2,ENSMUSG00000062098,Btbd3,4,Btbd3
ENSPEMG00000000443,ENSPEMG00000000443.2,ENSMUSG00000044864,Ankrd50,6,Ankrd50
ENSPEMG00000028786,ENSPEMG00000028786.1,,,2,
ENSPEMG00000026348,ENSPEMG00000026348.1,ENSMUSG00000058976,Usp17lc,1,
ENSPEMG00000026348,ENSPEMG00000026348.1,ENSMUSG00000057321,Usp17ld,1,
ENSPEMG00000026348,ENSPEMG00000026348.1,ENSMUSG00000043073,Usp17le,1,
ENSPEMG00000026348,ENSPEMG00000026348.1,ENSMUSG00000054568,Usp17la,1,
ENSPEMG00000026348,ENSPEMG00000026348.1,ENSMUSG00000062369,Usp17lb,1,
ENSPEMG00000027046,ENSPEMG00000027046.1,,,2,
ENSPEMG00000014028,ENSPEMG00000014028.2,,,X,
ENSPEMG00000019837,ENSPEMG00000019837.2,ENSMUSG00000031786,Drc7,5,Drc7
ENSPEMG00000027151,ENSPEMG00000027151.1,ENSMUSG00000039662,Icmt,2,Icmt
ENSPEMG00000003758,ENSPEMG00000003758.2,ENSMUSG00002075529,7SK,5,7SK
ENSPEMG00000028734,ENSPEMG00000028734.1,,,11,
ENSPEMG00000024539,ENSPEMG00000024539.1,,,6,U1
ENSPEMG00000010251,ENSPEMG00000010251.2,ENSMUSG00000073914,Olfr677,1,Olfr677
ENSPEMG00000010604,ENSPEMG00000010604.2,ENSMUSG00000026253,Chrng,13,Chrng
ENSPEMG00000013926,ENSPEMG00000013926.2,ENSMUSG00000090122,Kcne1l,X,Kcne1l
ENSPEMG00000009085,ENSPEMG00000009085.2,ENSMUSG00000073913,Olfr678,1,Olfr678
ENSPEMG00000026205,ENSPEMG00000026205.1,ENSMUSG00000021303,Gng4,5,Gng4
ENSPEMG00000029103,ENSPEMG00000029103.1,ENSMUSG00000084579,Gm23661,6,U2
ENSPEMG00000022655,ENSPEMG00000022655.2,ENSMUSG00000025026,Add3,1,Add3
ENSPEMG00000019332,ENSPEMG00000019332.2,ENSMUSG00000031971,Ccsap,5,Ccsap
ENSPEMG00000025739,ENSPEMG00000025739.1,ENSMUSG00000065787,Gm22681,6,U6
ENSPEMG00000025739,ENSPEMG00000025739.1,ENSMUSG00000087815,Gm22491,6,U6
ENSPEMG00000001422,ENSPEMG00000001422.2,ENSMUSG00000026563,Tada1,11,Tada1
ENSPEMG00000026144,ENSPEMG00000026144.1,ENSMUSG00000042271,Nxt2,X,Nxt2
ENSPEMG00000020012,ENSPEMG00000020012.2,ENSMUSG00000053199,Arhgap20,7,Arhgap20
ENSPEMG00000009154,ENSPEMG00000009154.2,ENSMUSG00000095248,Olfr681,1,
ENSPEMG00000009154,ENSPEMG00000009154.2,ENSMUSG00000096029,Olfr679,1,
ENSPEMG00000031261,ENSPEMG00000031261.1,ENSMUSG00000028946,Hes3,2,Hes3
ENSPEMG00000020911,ENSPEMG00000020911.2,ENSMUSG00000039233,Tbce,5,Tbce
ENSPEMG00000014965,ENSPEMG00000014965.2,ENSMUSG00000093445,Lrch4,23,
ENSPEMG00000014965,ENSPEMG00000014965.2,ENSMUSG00000029720,Gm20605,23,
ENSPEMG00000019882,ENSPEMG00000019882.2,ENSMUSG00000031972,Acta1,5,Acta1
ENSPEMG00000012251,ENSPEMG00000012251.2,ENSMUSG00000079539,Obp2b,4,Obp2b
ENSPEMG00000015213,ENSPEMG00000015213.2,ENSMUSG00000059768,Olfr682-ps1,1,
ENSPEMG00000015213,ENSPEMG00000015213.2,ENSMUSG00000041885,Olfr680-ps1,1,
ENSPEMG00000021321,ENSPEMG00000021321.2,ENSMUSG00000034898,Filip1,7,Filip1
ENSPEMG00000002319,ENSPEMG00000002319.2,ENSMUSG00000070980,Actl7b,2,Actl7b
ENSPEMG00000018313,ENSPEMG00000018313.2,ENSMUSG00000068742,Cry2,4,Cry2
ENSPEMG00000027769,ENSPEMG00000027769.1,ENSMUSG00000096930,Gm26657,2,Gm26657
ENSPEMG00000024794,ENSPEMG00000024794.1,ENSMUSG00000038997,Asb17,6,Asb17
ENSPEMG00000005210,ENSPEMG00000005210.2,ENSMUSG00002076905,,19,
ENSPEMG00000014888,ENSPEMG00000014888.2,ENSMUSG00000044120,Olfr683,1,Olfr683
ENSPEMG00000026978,ENSPEMG00000026978.1,,,22,
ENSPEMG00000004746,ENSPEMG00000004746.2,ENSMUSG00000070979,Actl7a,2,Actl7a
ENSPEMG00000010028,ENSPEMG00000010028.2,ENSMUSG00000030825,Hsd17b14,1,Hsd17b14
ENSPEMG00000025287,ENSPEMG00000025287.1,ENSMUSG00000090733,Rps27,19,
ENSPEMG00000010284,ENSPEMG00000010284.2,ENSMUSG00000042804,Gpr153,2,Gpr153
ENSPEMG00000019455,ENSPEMG00000019455.2,ENSMUSG00000060470,Adgrg3,5,Adgrg3
ENSPEMG00000000153,ENSPEMG00000000153.2,ENSMUSG00000005493,Msh4,6,Msh4
ENSPEMG00000020940,ENSPEMG00000020940.2,ENSMUSG00000032328,Tmem30a,7,Tmem30a
ENSPEMG00000027434,ENSPEMG00000027434.1,ENSMUSG00000047794,Olfr685,1,
ENSPEMG00000026709,ENSPEMG00000026709.1,ENSMUSG00000049086,Bmyc,4,Bmyc
ENSPEMG00000020948,ENSPEMG00000020948.2,ENSMUSG00000028431,Elp1,2,Elp1
ENSPEMG00000014607,ENSPEMG00000014607.2,,,6,
ENSPEMG00000008475,ENSPEMG00000008475.2,ENSMUSG00000023903,Mmp25,8,
ENSPEMG00000001974,ENSPEMG00000001974.2,ENSMUSG00000026254,Eif4e2,13,Eif4e2
ENSPEMG00000019629,ENSPEMG00000019629.2,ENSMUSG00000039509,Nup133,5,Nup133
ENSPEMG00000005422,ENSPEMG00000005422.2,ENSMUSG00000047225,Olfr684,1,Olfr684
ENSPEMG00000007940,ENSPEMG00000007940.2,ENSMUSG00000062061,Obp2a,4,
ENSPEMG00000001114,ENSPEMG00000001114.2,ENSMUSG00000037577,Ephx3,22,Ephx3
ENSPEMG00000020747,ENSPEMG00000020747.2,ENSMUSG00000073542,Cep76,19,Cep76
ENSPEMG00000016134,ENSPEMG00000016134.2,ENSMUSG00000029111,Nelfa,10,Nelfa
ENSPEMG00000002880,ENSPEMG00000002880.2,,,6,U1
ENSPEMG00000027104,ENSPEMG00000027104.1,ENSMUSG00000047794,Olfr685,1,
ENSPEMG00000011615,ENSPEMG00000011615.2,ENSMUSG00000043782,Bicdl2,8,Bicdl2
ENSPEMG00000016978,ENSPEMG00000016978.2,ENSMUSG00000026043,Col3a1,13,Col3a1
ENSPEMG00000025562,ENSPEMG00000025562.1,ENSMUSG00000048425,Olfr686,1,Olfr686
ENSPEMG00000016935,ENSPEMG00000016935.2,ENSMUSG00000040596,Pogk,11,Pogk
ENSPEMG00000027797,ENSPEMG00000027797.1,ENSMUSG00000063730,Hsd3b2,6,
ENSPEMG00000027797,ENSPEMG00000027797.1,ENSMUSG00000027871,Hsd3b1,6,
ENSPEMG00000027797,ENSPEMG00000027797.1,ENSMUSG00000027869,Hsd3b6,6,
ENSPEMG00000027797,ENSPEMG00000027797.1,ENSMUSG00000062410,Hsd3b3,6,
ENSPEMG00000013650,ENSPEMG00000013650.2,ENSMUSG00000047356,Lcn10,4,Lcn10
ENSPEMG00000030826,ENSPEMG00000030826.1,ENSMUSG00000068227,Il2rb,20,Il2rb
ENSPEMG00000000755,ENSPEMG00000000755.2,ENSMUSG00000042282,Gucy2f,X,Gucy2f
ENSPEMG00000003941,ENSPEMG00000003941.2,ENSMUSG00000039092,Sptlc3,4,Sptlc3
ENSPEMG00000028849,ENSPEMG00000028849.1,ENSMUSG00000073907,Olfr689,1,
ENSPEMG00000028849,ENSPEMG00000028849.1,ENSMUSG00000073909,Olfr688,1,
ENSPEMG00000004510,ENSPEMG00000004510.2,ENSMUSG00000031785,Adgrg1,5,Adgrg1
ENSPEMG00000010168,ENSPEMG00000010168.2,ENSMUSG00000045655,Fam216b,9,Fam216b
ENSPEMG00000020821,ENSPEMG00000020821.2,ENSMUSG00000021302,Ggps1,5,Ggps1
ENSPEMG00000027919,ENSPEMG00000027919.1,ENSMUSG00000049922,Slc35c1,4,Slc35c1
ENSPEMG00000008783,ENSPEMG00000008783.2,ENSMUSG00000037892,Pcdh18,6,Pcdh18
ENSPEMG00000022304,ENSPEMG00000022304.2,ENSMUSG00000032330,Cox7a2,7,
ENSPEMG00000017743,ENSPEMG00000017743.2,ENSMUSG00000070858,Gm1673,10,Gm1673
ENSPEMG00000025075,ENSPEMG00000025075.1,ENSMUSG00000063730,Hsd3b2,6,
ENSPEMG00000025075,ENSPEMG00000025075.1,ENSMUSG00000027871,Hsd3b1,6,
ENSPEMG00000025075,ENSPEMG00000025075.1,ENSMUSG00000027869,Hsd3b6,6,
ENSPEMG00000025075,ENSPEMG00000025075.1,ENSMUSG00000062410,Hsd3b3,6,
ENSPEMG00000000928,ENSPEMG00000000928.2,ENSMUSG00000028937,Acot7,2,Acot7
ENSPEMG00000001937,ENSPEMG00000001937.2,ENSMUSG00000050266,Olfr690,1,Olfr690
ENSPEMG00000008537,ENSPEMG00000008537.2,ENSMUSG00000045684,Lcn6,4,Lcn6
ENSPEMG00000026330,ENSPEMG00000026330.1,ENSMUSG00000022015,Tnfsf11,9,Tnfsf11
ENSPEMG00000014644,ENSPEMG00000014644.2,ENSMUSG00000038975,Rabggtb,6,Rabggtb
ENSPEMG00000024446,ENSPEMG00000024446.1,ENSMUSG00000072754,Lrcol1,23,Lrcol1
ENSPEMG00000023491,ENSPEMG00000023491.2,ENSMUSG00000039219,Arid4b,5,Arid4b
ENSPEMG00000023266,ENSPEMG00000023266.2,ENSMUSG00000027221,Chst1,4,Chst1
ENSPEMG00000014518,ENSPEMG00000014518.2,ENSMUSG00000086056,Gm4846,11,Gm4846
ENSPEMG00000003832,ENSPEMG00000003832.2,ENSMUSG00000043948,Olfr691,1,Olfr691
